Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2008-02-05,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-02-12,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-02-19,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-02-26,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-03-04,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-03-11,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-03-18,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-03-25,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-04-01,64.39,35.61,0.00,0.00,0.00,0.00,36
2008-04-08,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-04-15,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-04-22,0.00,100.00,0.00,0.00,0.00,0.00,100
2008-04-29,0.00,100.00,25.66,0.00,0.00,0.00,126
2008-05-06,0.00,100.00,17.17,0.00,0.00,0.00,117
2008-05-13,0.00,100.00,17.17,0.00,0.00,0.00,117
2008-05-20,0.00,100.00,17.17,0.00,0.00,0.00,117
2008-05-27,0.00,100.00,17.17,0.00,0.00,0.00,117
2008-06-03,0.00,100.00,17.40,0.00,0.00,0.00,117
2008-06-10,0.00,100.00,17.40,0.00,0.00,0.00,117
2008-06-17,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-06-24,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-07-01,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-07-08,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-07-15,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-07-22,0.00,100.00,100.00,0.00,0.00,0.00,200
2008-07-29,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-08-05,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-08-12,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-08-19,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-08-26,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-09-02,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-09-09,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-09-16,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-09-23,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-09-30,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-10-07,0.00,100.00,100.00,47.48,0.00,0.00,247
2008-10-14,0.00,100.00,100.00,47.81,0.00,0.00,248
2008-10-21,0.00,100.00,96.24,46.60,0.00,0.00,243
2008-10-28,0.00,100.00,96.55,46.45,0.00,0.00,243
2008-11-04,0.00,100.00,96.55,21.45,0.00,0.00,218
2008-11-11,0.00,100.00,96.55,21.45,0.00,0.00,218
2008-11-18,0.00,100.00,96.55,21.45,0.00,0.00,218
2008-11-25,0.00,100.00,96.55,21.45,0.00,0.00,218
2008-12-02,0.00,100.00,96.71,21.45,0.00,0.00,218
2008-12-09,0.00,100.00,96.71,21.49,0.00,0.00,218
2008-12-16,0.00,100.00,96.71,21.49,0.00,0.00,218
2008-12-23,0.00,100.00,96.71,21.49,0.00,0.00,218
2008-12-30,0.00,100.00,96.71,21.49,0.00,0.00,218
2009-01-06,0.00,100.00,96.71,21.49,0.00,0.00,218
2009-01-13,0.00,100.00,96.71,21.49,0.00,0.00,218
2009-01-20,0.00,100.00,96.71,21.49,0.00,0.00,218
2009-01-27,0.00,100.00,96.71,21.49,0.00,0.00,218
2009-02-03,0.00,100.00,100.00,21.49,0.00,0.00,221
2009-02-10,0.00,100.00,100.00,21.49,0.00,0.00,221
2009-02-17,0.00,100.00,100.00,21.49,0.00,0.00,221
2009-02-24,0.00,100.00,100.00,21.49,0.00,0.00,221
2009-03-03,0.00,100.00,100.00,0.00,0.00,0.00,200
2009-03-10,0.00,100.00,100.00,7.04,0.00,0.00,207
2009-03-17,0.00,100.00,100.00,7.04,0.00,0.00,207
2009-03-24,0.00,100.00,100.00,7.04,0.00,0.00,207
2009-03-31,0.00,100.00,100.00,7.04,0.00,0.00,207
2009-04-07,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-04-14,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-04-21,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-04-28,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-05-05,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-05-12,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-05-19,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-05-26,0.00,100.00,34.99,9.25,0.00,0.00,144
2009-06-02,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-06-09,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-06-16,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-06-23,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-06-30,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-07-07,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-07-14,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-07-21,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-07-28,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-08-04,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-08-11,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-08-18,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-08-25,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-09-01,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-09-08,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-09-15,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-09-22,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-09-29,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-10-06,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-10-13,0.00,100.00,36.15,9.25,0.00,0.00,145
2009-10-20,88.60,11.40,0.00,0.00,0.00,0.00,11
2009-10-27,88.60,11.40,0.00,0.00,0.00,0.00,11
2009-11-03,82.57,17.43,0.00,0.00,0.00,0.00,17
2009-11-10,82.57,17.43,0.00,0.00,0.00,0.00,17
2009-11-17,82.57,17.43,0.00,0.00,0.00,0.00,17
2009-11-24,82.57,17.43,0.00,0.00,0.00,0.00,17
2009-12-01,67.16,32.84,0.00,0.00,0.00,0.00,33
2009-12-08,67.16,32.84,0.00,0.00,0.00,0.00,33
2009-12-15,67.16,32.84,0.00,0.00,0.00,0.00,33
2009-12-22,67.16,32.84,0.00,0.00,0.00,0.00,33
2009-12-29,67.16,32.84,0.00,0.00,0.00,0.00,33
2010-01-05,67.16,32.84,0.00,0.00,0.00,0.00,33
2010-01-12,67.16,32.84,0.00,0.00,0.00,0.00,33
2010-01-19,67.16,32.84,0.00,0.00,0.00,0.00,33
2010-01-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-04-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-04-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-04-20,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-04-27,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-05-04,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-05-11,99.83,0.17,0.00,0.00,0.00,0.00,0
2010-05-18,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-05-25,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-06-01,99.93,0.07,0.00,0.00,0.00,0.00,0
2010-06-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-06-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-07-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-07-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-07-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-07-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-08-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-09-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-10-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-11-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-12-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-12-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-12-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-12-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-02-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-02-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-02-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-02-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-03-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-03-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-03-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-03-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-03-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-04-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-04-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-04-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-04-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-05-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-05-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-05-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-05-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-05-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-06-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-06-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-06-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-06-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-07-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-07-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-07-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-07-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-08-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-08-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-08-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-08-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-08-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-09-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-09-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-09-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-09-27,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-12-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-12-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-12-20,64.27,35.73,0.00,0.00,0.00,0.00,36
2011-12-27,0.00,100.00,0.00,0.00,0.00,0.00,100
2012-01-03,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-01-10,0.00,100.00,100.00,16.48,0.00,0.00,216
2012-01-17,0.00,100.00,100.00,16.48,0.00,0.00,216
2012-01-24,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-01-31,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-02-07,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-02-14,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-02-21,0.00,100.00,100.00,0.00,0.00,0.00,200
2012-02-28,0.00,100.00,100.00,68.57,0.00,0.00,269
2012-03-06,0.00,100.00,100.00,68.57,0.00,0.00,269
2012-03-13,0.00,100.00,100.00,100.00,0.00,0.00,300
2012-03-20,0.00,100.00,100.00,65.53,0.00,0.00,266
2012-03-27,0.00,100.00,100.00,65.53,0.00,0.00,266
2012-04-03,0.00,100.00,94.25,65.53,0.00,0.00,260
2012-04-10,0.00,100.00,94.25,65.53,0.00,0.00,260
2012-04-17,0.00,100.00,64.71,28.44,0.00,0.00,193
2012-04-24,0.00,100.00,64.71,6.94,0.00,0.00,172
2012-05-01,0.00,100.00,43.16,3.32,0.00,0.00,146
2012-05-08,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-05-15,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-05-22,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-05-29,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-06-05,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-06-12,0.00,100.00,42.94,3.32,0.00,0.00,146
2012-06-19,0.00,100.00,43.26,3.32,0.00,0.00,147
2012-06-26,0.00,100.00,43.26,3.47,0.00,0.00,147
2012-07-03,0.00,100.00,43.98,4.01,0.00,0.00,148
2012-07-10,0.00,100.00,44.40,4.01,0.00,0.00,148
2012-07-17,0.00,100.00,44.40,4.01,0.00,0.00,148
2012-07-24,0.00,100.00,99.84,20.52,0.00,0.00,220
2012-07-31,0.00,100.00,99.84,7.01,0.00,0.00,207
2012-08-07,0.00,100.00,99.84,5.83,0.00,0.00,206
2012-08-14,0.00,100.00,99.74,5.83,0.00,0.00,206
2012-08-21,0.00,100.00,99.74,5.33,0.00,0.00,205
2012-08-28,0.00,100.00,99.68,4.68,0.00,0.00,204
2012-09-04,0.00,100.00,99.52,2.92,0.00,0.00,202
2012-09-11,0.00,100.00,99.46,3.03,0.00,0.00,203
2012-09-18,0.00,100.00,99.77,2.89,0.00,0.00,203
2012-09-25,0.00,100.00,99.77,2.89,0.00,0.00,203
2012-10-02,0.00,100.00,99.77,5.23,0.00,0.00,205
2012-10-09,0.00,100.00,98.21,5.23,0.00,0.00,203
2012-10-16,0.00,100.00,98.03,4.66,0.00,0.00,203
2012-10-23,0.00,100.00,98.03,4.66,0.00,0.00,203
2012-10-30,0.00,100.00,98.03,4.66,0.00,0.00,203
2012-11-06,0.00,100.00,98.03,4.66,0.00,0.00,203
2012-11-13,0.00,100.00,39.48,4.66,0.00,0.00,144
2012-11-20,0.00,100.00,39.48,4.66,0.00,0.00,144
2012-11-27,0.00,100.00,39.48,4.66,0.00,0.00,144
2012-12-04,57.84,42.16,14.43,0.00,0.00,0.00,57
2012-12-11,64.95,35.05,8.98,0.00,0.00,0.00,44
2012-12-18,64.95,35.05,8.98,0.00,0.00,0.00,44
2012-12-25,64.95,35.05,8.98,0.00,0.00,0.00,44
2013-01-01,64.95,35.05,8.98,0.00,0.00,0.00,44
2013-01-08,74.00,26.00,8.72,0.00,0.00,0.00,35
2013-01-15,74.40,25.60,8.22,0.00,0.00,0.00,34
2013-01-22,74.40,25.60,8.22,0.00,0.00,0.00,34
2013-01-29,74.40,25.60,8.22,0.00,0.00,0.00,34
2013-02-05,74.40,25.60,8.22,0.00,0.00,0.00,34
2013-02-12,74.21,25.79,8.22,0.00,0.00,0.00,34
2013-02-19,74.21,25.79,8.22,0.00,0.00,0.00,34
2013-02-26,0.00,100.00,8.11,0.00,0.00,0.00,108
2013-03-05,0.00,100.00,7.97,0.00,0.00,0.00,108
2013-03-12,5.22,94.78,7.78,0.00,0.00,0.00,103
2013-03-19,5.22,94.78,71.80,0.00,0.00,0.00,167
2013-03-26,0.00,100.00,71.80,0.00,0.00,0.00,172
2013-04-02,0.00,100.00,71.80,0.00,0.00,0.00,172
2013-04-09,0.00,100.00,71.80,0.00,0.00,0.00,172
2013-04-16,0.00,100.00,71.80,0.00,0.00,0.00,172
2013-04-23,0.00,100.00,100.00,0.00,0.00,0.00,200
2013-04-30,0.00,100.00,100.00,0.00,0.00,0.00,200
2013-05-07,0.00,100.00,100.00,62.75,0.00,0.00,263
2013-05-14,0.00,100.00,100.00,62.75,0.00,0.00,263
2013-05-21,0.00,100.00,100.00,62.75,0.00,0.00,263
2013-05-28,0.00,100.00,100.00,62.75,0.00,0.00,263
2013-06-04,0.00,100.00,100.00,67.92,0.00,0.00,268
2013-06-11,0.00,100.00,100.00,65.59,0.00,0.00,266
2013-06-18,0.00,100.00,100.00,65.59,0.00,0.00,266
2013-06-25,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-07-02,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-07-09,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-07-16,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-07-23,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-07-30,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-08-06,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-08-13,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-08-20,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-08-27,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-09-03,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-09-10,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-09-17,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-09-24,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-10-01,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-10-08,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-10-15,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-10-22,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-10-29,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-11-05,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-11-12,0.00,100.00,100.00,100.00,0.00,0.00,300
2013-11-19,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-11-26,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-12-03,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-12-10,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-12-17,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-12-24,0.00,100.00,100.00,100.00,99.93,0.00,400
2013-12-31,0.00,100.00,100.00,100.00,99.93,0.00,400
2014-01-07,0.00,100.00,100.00,100.00,99.93,0.00,400
2014-01-14,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-01-21,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-01-28,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-02-04,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-02-11,0.00,100.00,100.00,100.00,77.74,0.00,378
2014-02-18,0.00,100.00,100.00,100.00,77.74,0.00,378
2014-02-25,0.00,100.00,100.00,100.00,98.59,0.00,399
2014-03-04,0.00,100.00,100.00,100.00,98.59,0.00,399
2014-03-11,0.00,100.00,100.00,100.00,98.59,0.00,399
2014-03-18,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-03-25,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-04-01,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-04-08,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-04-15,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-04-22,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-04-29,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-05-06,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-05-13,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-05-20,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-05-27,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-06-03,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-06-10,0.00,100.00,100.00,100.00,100.00,0.00,400
2014-06-17,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-06-24,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-07-01,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-07-08,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-07-15,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-07-22,0.00,100.00,100.00,100.00,100.00,54.06,454
2014-07-29,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-08-05,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-08-12,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-08-19,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-08-26,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-09-02,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-09-09,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-09-16,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-09-23,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-09-30,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-10-07,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-10-14,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-10-21,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-10-28,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-11-04,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-11-11,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-11-18,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-11-25,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-12-02,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-12-09,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-12-16,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-12-23,0.00,100.00,100.00,100.00,100.00,93.37,493
2014-12-30,0.00,100.00,100.00,100.00,100.00,93.37,493
2015-01-06,0.00,100.00,100.00,100.00,100.00,93.37,493
2015-01-13,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-01-20,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-01-27,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-02-03,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-02-10,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-02-17,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-02-24,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-03-03,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-03-10,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-03-17,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-03-24,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-03-31,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-04-07,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-04-14,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-04-21,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-04-28,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-05-05,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-05-12,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-05-19,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-05-26,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-06-02,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-06-09,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-06-16,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-06-23,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-06-30,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-07-07,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-07-14,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-07-21,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-07-28,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-08-04,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-08-11,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-08-18,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-08-25,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-09-01,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-09-08,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-09-15,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-09-22,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-09-29,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-10-06,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-10-13,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-10-20,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-10-27,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-11-03,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-11-10,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-11-17,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-11-24,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-12-01,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-12-08,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-12-15,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-12-22,0.00,100.00,100.00,100.00,100.00,100.00,500
2015-12-29,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-01-05,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-01-12,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-01-19,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-01-26,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-02-02,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-02-09,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-02-16,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-02-23,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-03-01,0.00,100.00,100.00,100.00,100.00,100.00,500
2016-03-08,0.00,100.00,100.00,100.00,100.00,100.00,500
